,PLAYER_NAME,TEAM_NAME,POSITION,HEIGHT,WEIGHT,COUNTRY,BIRTHDATE,SEASON_EXP,DRAFT_NUMBER,GP,MIN,PTS,REB,AST,STL,BLK,SALARY
355,Chris Paul,Suns,Guard,6-0,175,USA,1985-05-06T00:00:00,17,4,1155,34.5,18.1,4.5,9.5,2.1,0.1,30800000
356,Cameron Payne,Suns,Guard,6-1,183,USA,1994-08-08T00:00:00,7,14,279,17.9,7.6,2.2,3.2,0.7,0.2,6500000
357,Elfrid Payton,Suns,Guard,6-3,195,USA,1994-02-22T00:00:00,8,10,500,26.8,10.1,4.0,5.7,1.2,0.3,2239544
358,Gary Payton II,Trail Blazers,Guard,6-3,195,USA,1992-12-01T00:00:00,6,Undrafted,142,14.5,5.2,2.8,1.1,1.0,0.3,1939350
359,Jamorko Pickett,Pistons,Forward,6-9,206,USA,1997-12-24T00:00:00,1,Undrafted,13,13.6,3.8,2.5,0.5,0.0,0.5,
360,Theo Pinson,Mavericks,Guard-Forward,6-5,212,USA,1995-11-05T00:00:00,4,Undrafted,87,8.7,2.9,1.3,1.1,0.3,0.1,
361,Mason Plumlee,Hornets,Forward-Center,6-11,254,USA,1990-03-05T00:00:00,9,22,661,22.3,8.3,6.6,2.4,0.8,0.9,8137500
362,Jakob Poeltl,Spurs,Center,7-1,245,Austria,1995-10-15T00:00:00,6,9,416,20.2,7.3,6.1,1.4,0.5,1.3,8750000
363,Alekesej Pokusevski,Thunder,Forward,7-0,190,Serbia,2001-12-26T00:00:00,2,17,106,21.9,7.8,5.0,2.2,0.6,0.8,
364,Yves Pons,Grizzlies,Forward,6-5,206,France,1999-05-07T00:00:00,1,Undrafted,12,5.9,1.1,1.0,0.1,0.1,0.3,
365,Jordan Poole,Warriors,Guard,6-4,194,USA,1999-06-19T00:00:00,3,28,184,24.7,13.7,2.6,2.9,0.7,0.2,2161440
366,Kevin Porter Jr.,Rockets,Guard-Forward,6-4,203,USA,2000-05-04T00:00:00,3,30,137,28.5,13.7,3.9,4.7,1.0,0.3,2130240
367,Michael Porter Jr.,Nuggets,Forward,6-10,218,USA,1998-06-29T00:00:00,3,14,125,24.6,14.1,6.1,1.1,0.6,0.6,5258735
368,Otto Porter Jr.,Raptors,Forward,6-8,198,USA,1993-06-03T00:00:00,9,3,504,26.0,10.6,5.1,1.5,1.1,0.4,2389641
369,Bobby Portis,Bucks,Forward,6-10,250,USA,1995-02-10T00:00:00,7,22,453,21.7,11.1,6.6,1.2,0.6,0.4,4347600
370,Kristaps Porzingis,Wizards,Forward-Center,7-3,240,Latvia,1995-08-02T00:00:00,6,4,337,30.8,18.9,7.9,1.6,0.7,1.9,31650600
371,Dwight Powell,Mavericks,Forward-Center,6-10,240,Canada,1991-07-20T00:00:00,8,45,511,19.0,7.7,4.6,1.0,0.6,0.5,11000000
372,Myles Powell,76ers,Guard,6-2,195,USA,1997-07-07T00:00:00,1,Undrafted,11,4.7,1.2,0.5,0.3,0.1,0.0,
373,Norman Powell,Clippers,Guard,6-3,215,USA,1993-05-25T00:00:00,7,46,421,22.4,11.3,2.6,1.5,0.8,0.3,15517242
374,Joshua Primo,Spurs,Guard,6-4,189,Canada,2002-12-24T00:00:00,1,12,50,19.3,5.8,2.3,1.6,0.4,0.5,3946800
375,Taurean Prince,Timberwolves,Forward,6-6,218,USA,1994-03-22T00:00:00,6,12,370,24.2,10.5,3.9,1.7,0.8,0.4,15057692
376,Payton Pritchard,Celtics,Guard,6-1,195,USA,1998-01-28T00:00:00,2,26,137,16.6,6.9,2.1,1.9,0.5,0.1,2137440
377,Trevelin Queen,76ers,Guard,6-6,190,USA,1997-02-25T00:00:00,1,Undrafted,10,7.4,4.3,1.6,0.4,0.5,0.1,
378,Neemias Queta,Kings,Center,7-0,248,Portugal,1999-07-13T00:00:00,1,39,15,8.0,3.0,2.1,0.4,0.1,0.5,
379,Immanuel Quickley,Knicks,Guard,6-3,190,USA,1999-06-17T00:00:00,2,25,142,21.5,11.4,2.7,2.8,0.6,0.1,2210640
380,Julius Randle,Knicks,Forward-Center,6-8,250,USA,1994-11-29T00:00:00,8,7,518,31.2,17.7,9.3,3.6,0.7,0.5,19800000
381,Austin Reaves,Lakers,Guard,6-5,197,USA,1998-05-29T00:00:00,1,Undrafted,61,23.2,7.3,3.2,1.8,0.5,0.3,925258
382,Cam Reddish,Knicks,Forward-Guard,6-8,217,USA,1999-09-01T00:00:00,3,10,133,24.9,10.5,3.2,1.3,1.1,0.4,4670160
383,Davon Reed,Nuggets,Guard,6-5,206,USA,1995-06-11T00:00:00,3,32,79,12.1,3.6,1.9,0.9,0.4,0.1,
384,Paul Reed,76ers,Forward,6-9,210,USA,1999-06-14T00:00:00,2,58,64,7.5,3.2,2.4,0.4,0.7,0.4,1517981
385,Naz Reid,Timberwolves,Center-Forward,6-9,264,USA,1999-08-26T00:00:00,3,Undrafted,177,17.3,9.5,4.2,1.0,0.5,1.0,1782621
386,Nick Richards,Hornets,Center,7-0,245,Jamaica,1997-11-29T00:00:00,2,42,68,6.3,2.4,1.4,0.2,0.1,0.3,1517981
387,Josh Richardson,Spurs,Guard,6-5,200,USA,1993-09-15T00:00:00,7,40,438,29.8,12.0,3.1,2.7,1.1,0.6,11600000
388,Austin Rivers,Timberwolves,Guard,6-4,200,USA,1992-08-01T00:00:00,10,10,655,24.2,8.8,2.1,2.2,0.7,0.2,2401537
389,Duncan Robinson,Heat,Forward,6-7,215,USA,1994-04-22T00:00:00,4,Undrafted,239,27.7,11.9,2.9,1.5,0.5,0.2,15560000
390,Mitchell Robinson,Knicks,Center-Forward,7-0,240,USA,1998-04-01T00:00:00,4,36,230,23.8,8.4,7.5,0.6,0.9,2.0,1802057
391,Jeremiah Robinson-Earl,Thunder,Forward,6-8,242,USA,2000-11-03T00:00:00,1,32,49,22.2,7.5,5.6,1.0,0.6,0.3,2000000
392,Isaiah Roby,Spurs,Forward,6-8,230,USA,1998-02-03T00:00:00,3,45,109,21.9,9.1,5.1,1.6,0.8,0.7,1782621
393,Rajon Rondo,Cavaliers,Guard,6-1,180,USA,1986-02-22T00:00:00,17,21,957,29.9,9.8,4.5,7.9,1.6,0.1,2641691
394,Derrick Rose,Knicks,Guard,6-2,200,USA,1988-10-04T00:00:00,13,1,672,31.7,18.2,3.3,5.4,0.8,0.3,13445120
395,Terrence Ross,Magic,Guard-Forward,6-6,206,USA,1991-02-05T00:00:00,10,8,670,24.8,11.2,2.8,1.3,0.8,0.3,12500000
396,Terry Rozier,Hornets,Guard,6-1,190,USA,1994-03-17T00:00:00,7,16,477,26.1,12.7,3.9,3.2,0.9,0.2,17905263
397,Ricky Rubio,Cavaliers,Guard,6-2,190,Spain,1990-10-21T00:00:00,11,5,665,30.3,11.1,4.2,7.6,1.8,0.1,17809524
398,D'Angelo Russell,Timberwolves,Guard,6-4,193,USA,1996-02-23T00:00:00,7,2,424,29.4,17.7,3.5,5.6,1.1,0.3,30013500
399,Matt Ryan,Celtics,Forward,6-7,215,USA,1997-04-17T00:00:00,1,Undrafted,1,5.3,3.0,0.0,0.0,1.0,0.0,
400,Domantas Sabonis,Kings,Forward-Center,6-11,240,Lithuania,1996-05-03T00:00:00,6,11,415,28.4,14.4,9.2,3.6,0.7,0.4,18562500
401,Dario Saric,Suns,Forward-Center,6-10,225,Croatia,1994-04-08T00:00:00,5,12,356,25.2,11.7,5.9,2.0,0.6,0.2,9000000
402,Tomas Satoransky,Wizards,Guard,6-7,210,Czech Republic,1991-10-30T00:00:00,7,32,388,22.2,6.9,2.9,4.1,0.8,0.2,10468119
403,Jordan Schakel,Wizards,Guard,6-6,200,USA,1998-06-13T00:00:00,1,Undrafted,4,7.6,1.3,2.0,0.0,0.3,0.0,
404,Admiral Schofield,Magic,Forward,6-5,241,United Kingdom,1997-03-30T00:00:00,2,42,71,11.8,3.5,1.9,0.6,0.2,0.1,
405,Dennis Schroder,Rockets,Guard,6-1,172,Germany,1993-09-15T00:00:00,9,17,621,26.5,14.2,2.9,4.7,0.8,0.1,5890000
406,Jay Scrubb,Clippers,Guard,6-5,220,USA,2000-09-01T00:00:00,3,55,22,9.3,3.8,1.4,0.4,0.4,0.1,
407,Alperen Sengun,Rockets,Center,6-10,243,Turkey,2002-07-25T00:00:00,1,16,72,20.7,9.6,5.5,2.6,0.8,0.9,3214680
408,Collin Sexton,Cavaliers,Guard,6-1,190,USA,1999-01-04T00:00:00,4,8,218,32.9,20.0,3.0,3.3,0.8,0.1,6349671
409,Landry Shamet,Suns,Guard,6-4,190,USA,1997-03-13T00:00:00,4,26,262,23.3,9.0,1.8,1.6,0.4,0.1,3768342
410,Day'Ron Sharpe,Nets,Center,6-9,265,USA,2001-11-06T00:00:00,1,29,32,12.2,6.2,5.0,0.5,0.3,0.5,2009040
411,Pascal Siakam,Raptors,Forward,6-8,230,Cameroon,1994-04-02T00:00:00,6,27,400,29.5,15.7,6.3,3.1,0.9,0.7,31320000
412,Ben Simmons,Nets,Guard-Forward,6-11,240,Australia,1996-07-20T00:00:00,4,1,275,33.9,15.9,8.1,7.7,1.7,0.7,31590000
413,Marko Simonovic,Bulls,Center,6-11,220,Montenegro,1999-10-15T00:00:00,1,44,9,3.9,1.9,1.1,0.0,0.1,0.1,925258
414,Anfernee Simons,Trail Blazers,Guard,6-3,181,USA,1999-06-08T00:00:00,4,24,211,20.7,10.2,2.2,2.0,0.4,0.1,3938818
415,Jericho Sims,Knicks,Center,6-9,250,USA,1998-10-20T00:00:00,1,58,41,13.5,2.2,4.1,0.5,0.3,0.5,
416,Javonte Smart,Heat,Guard,6-4,205,USA,1999-06-03T00:00:00,2,Undrafted,17,11.8,3.0,1.4,0.9,0.4,0.2,
417,Marcus Smart,Celtics,Guard,6-4,220,USA,1994-03-06T00:00:00,8,6,520,29.8,10.5,3.6,4.5,1.6,0.4,14339285
418,Ish Smith,Nuggets,Guard,6-0,175,USA,1988-07-05T00:00:00,12,Undrafted,719,20.0,7.6,2.5,3.9,0.7,0.3,4500000
419,Jalen Smith,Pacers,Forward-Center,6-10,215,USA,2000-03-16T00:00:00,2,10,78,13.8,6.7,4.4,0.4,0.2,0.6,4458000
420,Xavier Sneed,Jazz,Forward,6-5,215,USA,1997-12-21T00:00:00,1,Undrafted,9,4.3,0.6,0.7,0.1,0.0,0.0,1563518
421,Tony Snell,Pelicans,Guard,6-6,213,USA,1991-11-10T00:00:00,9,20,601,21.8,6.1,2.3,1.1,0.4,0.2,2389641
422,Jaden Springer,76ers,Guard,6-4,202,USA,2002-09-25T00:00:00,1,28,2,2.8,1.0,1.0,0.0,0.0,1.0,2023800
423,Nik Stauskas,Celtics,Guard,6-6,207,Canada,1993-10-07T00:00:00,7,8,343,19.5,6.7,2.0,1.5,0.4,0.2,
424,Lance Stephenson,Pacers,Forward,6-5,210,USA,1990-09-05T00:00:00,11,40,554,22.9,8.6,4.1,2.9,0.6,0.1,924730
425,Lamar Stevens,Cavaliers,Forward,6-6,230,USA,1997-07-09T00:00:00,2,Undrafted,103,14.7,5.3,2.5,0.7,0.5,0.3,1517981
426,Isaiah Stewart,Pistons,Forward-Center,6-8,250,USA,2001-05-22T00:00:00,2,16,139,23.5,8.1,7.7,1.0,0.4,1.2,3277080
427,Max Strus,Heat,Guard-Forward,6-5,215,USA,1996-03-28T00:00:00,3,Undrafted,109,19.3,8.8,2.2,1.1,0.4,0.2,1669178
428,Jalen Suggs,Magic,Guard,6-5,205,USA,2001-06-03T00:00:00,1,5,48,27.2,11.8,3.6,4.4,1.2,0.4,6593040
429,Jae'Sean Tate,Rockets,Forward,6-4,230,USA,1995-10-28T00:00:00,2,Undrafted,148,27.7,11.6,5.4,2.7,1.1,0.5,1517981
430,Jayson Tatum,Celtics,Forward-Guard,6-8,210,USA,1998-03-03T00:00:00,5,3,365,33.4,20.9,6.6,3.0,1.1,0.7,28103550
431,Terry Taylor,Pacers,Forward,6-5,230,USA,1999-09-23T00:00:00,1,Undrafted,33,21.6,9.6,5.2,1.2,0.4,0.2,
432,Garrett Temple,Pelicans,Guard-Forward,6-5,195,USA,1986-05-08T00:00:00,12,Undrafted,691,21.4,6.4,2.3,1.7,0.8,0.3,4910000
433,Tyrell Terry,Grizzlies,Guard,6-2,160,USA,2000-09-28T00:00:00,3,31,13,4.6,1.0,0.5,0.5,0.4,0.0,1517981
434,Daniel Theis,Pacers,Forward-Center,6-9,245,Germany,1992-04-04T00:00:00,5,Undrafted,306,19.6,7.6,4.9,1.3,0.5,0.9,8372093
435,Brodric Thomas,Celtics,Guard,6-5,185,USA,1997-01-28T00:00:00,2,Undrafted,44,10.4,3.3,1.4,0.9,0.4,0.3,
436,Cam Thomas,Nets,Guard,6-3,210,Japan,2001-10-13T00:00:00,1,27,67,17.6,8.5,2.4,1.2,0.5,0.1,2036280
437,Isaiah Thomas,Hornets,Guard,5-9,185,USA,1989-02-07T00:00:00,11,60,550,28.3,17.7,2.4,4.8,0.9,0.1,
438,Matt Thomas,Bulls,Guard,6-3,190,USA,1994-08-04T00:00:00,3,Undrafted,126,9.7,4.0,1.2,0.5,0.2,0.0,1669178
439,Klay Thompson,Warriors,Guard,6-6,220,USA,1990-02-08T00:00:00,9,11,647,32.9,19.5,3.5,2.3,0.9,0.5,37980720
440,Tristan Thompson,Bulls,Center-Forward,6-9,254,Canada,1991-03-13T00:00:00,11,4,730,26.8,9.0,8.4,1.0,0.5,0.7,9720900
441,JT Thor,Hornets,Forward,6-9,203,USA,2002-08-26T00:00:00,1,37,33,7.9,2.0,1.3,0.6,0.2,0.3,1250000
442,Matisse Thybulle,76ers,Guard-Forward,6-5,201,USA,1997-03-04T00:00:00,3,20,196,21.8,4.8,1.9,1.1,1.6,1.0,2840160
443,Killian Tillie,Grizzlies,Forward-Center,6-9,220,France,1998-03-05T00:00:00,2,Undrafted,54,11.9,3.2,1.6,0.6,0.5,0.4,2000000
444,Xavier Tillman Sr.,Grizzlies,Forward,6-8,245,USA,1999-01-12T00:00:00,2,35,112,15.9,5.7,3.7,1.2,0.8,0.4,1517981
445,Isaiah Todd,Wizards,Forward,6-9,219,USA,2001-10-17T00:00:00,1,31,12,6.2,1.7,1.0,0.3,0.3,0.2,1500000
446,Obi Toppin,Knicks,Forward,6-9,220,USA,1998-03-04T00:00:00,2,8,134,14.3,6.7,3.0,0.8,0.3,0.4,5105160
447,Juan Toscano-Anderson,Lakers,Forward,6-6,209,USA,1993-04-10T00:00:00,3,Undrafted,139,17.1,4.8,3.3,2.2,0.7,0.3,1701593
448,Karl-Anthony Towns,Timberwolves,Center-Forward,6-11,248,USA,1995-11-15T00:00:00,7,1,482,34.2,23.2,11.3,3.1,0.8,1.4,31610000
449,Gary Trent Jr.,Raptors,Guard-Forward,6-5,209,USA,1999-01-18T00:00:00,4,37,204,27.9,13.5,2.2,1.4,1.1,0.2,16000000
450,P.J. Tucker,76ers,Forward,6-5,245,USA,1985-05-05T00:00:00,11,35,777,29.0,7.1,5.6,1.5,1.1,0.3,7000000
451,Rayjon Tucker,Bucks,Guard,6-3,209,USA,1997-09-24T00:00:00,4,Undrafted,39,7.7,3.0,1.0,0.5,0.2,0.0,
452,Myles Turner,Pacers,Center-Forward,6-11,250,USA,1996-03-24T00:00:00,7,11,431,28.7,12.7,6.7,1.2,0.7,2.3,18000000
453,Jonas Valanciunas,Pelicans,Center,6-11,265,Lithuania,1992-05-06T00:00:00,10,5,695,26.1,13.4,9.5,1.2,0.4,1.0,14000000
454,Fred VanVleet,Raptors,Guard,6-1,197,USA,1994-02-25T00:00:00,6,Undrafted,348,28.3,13.7,3.2,4.9,1.3,0.4,19675926
455,Jarred Vanderbilt,Jazz,Forward,6-9,214,USA,1999-04-03T00:00:00,4,41,166,18.9,5.4,6.2,1.1,1.0,0.6,4259259
456,Devin Vassell,Spurs,Guard-Forward,6-5,200,USA,2000-08-23T00:00:00,2,11,133,22.5,9.1,3.6,1.4,0.9,0.4,4235160
457,Gabe Vincent,Heat,Guard,6-3,200,USA,1996-06-14T00:00:00,3,Undrafted,127,18.3,6.7,1.5,2.2,0.7,0.1,1669178
458,Nikola Vucevic,Bulls,Center,6-10,260,Montenegro,1990-10-24T00:00:00,11,16,741,30.9,16.9,10.4,2.7,0.9,0.9,24000000
459,Dean Wade,Cavaliers,Forward-Center,6-9,228,USA,1996-11-20T00:00:00,3,Undrafted,126,18.0,5.3,3.0,1.0,0.5,0.3,1782621
460,Franz Wagner,Magic,Forward,6-10,220,Germany,2001-08-27T00:00:00,1,8,79,30.7,15.2,4.5,2.9,0.9,0.4,5007840
461,Moritz Wagner,Magic,Forward-Center,6-11,245,Germany,1997-04-26T00:00:00,4,25,196,15.1,7.5,3.5,1.1,0.4,0.3,1729217
462,Ish Wainright,Suns,Forward,6-5,250,USA,1994-09-12T00:00:00,1,Undrafted,45,8.0,2.4,1.2,0.3,0.4,0.1,
463,Kemba Walker,Pistons,Guard,6-0,184,USA,1990-05-08T00:00:00,11,9,741,33.3,19.5,3.8,5.3,1.2,0.4,8729020
464,Lonnie Walker IV,Lakers,Guard-Forward,6-4,204,USA,1998-12-14T00:00:00,4,18,208,20.4,9.4,2.4,1.6,0.5,0.2,4447896
465,John Wall,Clippers,Guard,6-3,210,USA,1990-09-06T00:00:00,10,1,613,35.6,19.1,4.3,9.1,1.7,0.7,44310840
466,T.J. Warren,Nets,Forward,6-8,220,USA,1993-09-05T00:00:00,7,14,332,28.8,15.5,4.1,1.2,1.0,0.5,12690000
467,P.J. Washington,Hornets,Forward,6-7,230,USA,1998-08-23T00:00:00,3,12,187,29.3,11.8,5.7,2.3,0.9,1.0,4215120
468,Duane Washington Jr.,Suns,Guard,6-3,197,Germany,2000-03-24T00:00:00,1,Undrafted,48,20.2,9.9,1.7,1.8,0.5,0.1,
469,Yuta Watanabe,Raptors,Guard-Forward,6-9,215,Japan,1994-10-13T00:00:00,4,Undrafted,121,12.0,3.8,2.5,0.6,0.4,0.3,1762769
470,Lindy Waters III,Thunder,Forward,6-6,215,USA,1997-07-28T00:00:00,1,Undrafted,25,18.6,8.0,2.9,1.0,0.8,0.3,
471,Trendon Watford,Trail Blazers,Forward,6-8,237,USA,2000-11-09T00:00:00,1,Undrafted,48,18.1,7.6,4.1,1.7,0.5,0.6,260561
472,Quinndary Weatherspoon,Warriors,Guard,6-3,205,USA,1996-09-10T00:00:00,3,49,42,6.5,2.1,0.8,0.6,0.3,0.1,
473,Russell Westbrook,Lakers,Guard,6-3,200,USA,1988-11-12T00:00:00,14,4,1021,34.7,22.8,7.4,8.4,1.7,0.3,44211146
474,Coby White,Bulls,Guard,6-4,195,USA,2000-02-16T00:00:00,3,7,195,28.2,13.7,3.6,3.5,0.6,0.2,5837760
475,Derrick White,Celtics,Guard,6-4,190,USA,1994-07-02T00:00:00,5,29,263,25.9,11.5,3.3,3.8,0.8,0.8,15178571
476,Hassan Whiteside,Jazz,Center,7-0,265,USA,1989-06-13T00:00:00,10,33,511,24.7,12.6,10.8,0.6,0.5,2.2,2401537
477,Joe Wieskamp,Spurs,Guard-Forward,6-6,205,USA,1999-08-23T00:00:00,1,41,29,7.1,2.1,0.5,0.3,0.1,0.1,
478,Aaron Wiggins,Thunder,Guard,6-4,190,USA,1999-01-02T00:00:00,1,55,50,24.2,8.3,3.6,1.4,0.6,0.2,1000000
479,Andrew Wiggins,Warriors,Forward,6-7,197,Canada,1995-02-23T00:00:00,8,1,598,35.0,19.3,4.4,2.3,1.0,0.7,31579390
480,Lindell Wigginton,Bucks,Guard,6-1,189,Canada,1998-03-28T00:00:00,1,,19,10.5,4.2,1.3,1.2,0.3,0.1,
481,Brandon Williams,Trail Blazers,Guard,6-2,190,USA,1999-11-22T00:00:00,1,Undrafted,24,26.7,12.9,3.1,3.9,1.0,0.4,
482,Grant Williams,Celtics,Forward,6-6,236,USA,1998-11-30T00:00:00,3,22,209,19.4,5.4,3.0,1.0,0.5,0.6,2617800
483,Kenrich Williams,Thunder,Guard-Forward,6-6,210,USA,1994-12-02T00:00:00,4,Undrafted,200,22.0,6.5,4.5,2.0,0.9,0.3,2000000
484,Lou Williams,Hawks,Guard,6-2,175,USA,1986-10-27T00:00:00,17,45,1123,24.1,13.9,2.2,3.4,0.8,0.2,5000000
485,Patrick Williams,Bulls,Forward,6-7,215,USA,2001-08-26T00:00:00,2,4,88,27.3,9.2,4.5,1.3,0.8,0.6,7422000
486,Ziaire Williams,Grizzlies,Forward,6-9,185,USA,2001-09-12T00:00:00,1,10,62,21.7,8.1,2.1,1.0,0.6,0.2,4373160
487,Robert Williams III,Celtics,Center-Forward,6-9,237,USA,1997-10-17T00:00:00,4,27,174,19.9,7.2,6.6,1.4,0.7,1.7,
488,Zion Williamson,Pelicans,Forward,6-6,284,USA,2000-07-06T00:00:00,2,1,85,31.7,25.7,7.0,3.2,0.9,0.6,10733400
489,Dylan Windler,Cavaliers,Guard-Forward,6-6,196,USA,1996-09-22T00:00:00,2,26,81,12.0,3.3,2.4,0.8,0.4,0.2,2239200
490,Justise Winslow,Trail Blazers,Forward-Guard,6-6,222,USA,1996-03-26T00:00:00,7,10,315,25.8,8.4,5.1,2.5,0.9,0.4,3902439
491,Cassius Winston,Wizards,Guard,6-1,185,USA,1998-02-28T00:00:00,2,53,29,4.7,1.9,0.3,0.7,0.1,0.0,
492,James Wiseman,Warriors,Center,7-0,240,USA,2001-03-31T00:00:00,1,2,39,21.4,11.5,5.8,0.7,0.3,0.9,9166800
493,Christian Wood,Mavericks,Forward,6-9,214,USA,1995-09-27T00:00:00,6,Undrafted,222,23.6,14.2,7.3,1.3,0.6,0.9,13666667
494,Robert Woodard II,Spurs,Forward,6-6,235,USA,1999-09-22T00:00:00,2,40,25,3.5,1.1,1.1,0.2,0.0,0.2,1517981
495,Delon Wright,Wizards,Guard,6-5,185,USA,1992-04-26T00:00:00,7,20,411,20.9,7.2,3.2,3.0,1.2,0.4,8526316
496,Moses Wright,Mavericks,Forward,6-8,226,USA,1998-12-23T00:00:00,1,Undrafted,4,3.7,1.3,0.8,0.5,0.0,0.3,
497,McKinley Wright IV,Timberwolves,Guard,5-11,192,USA,1998-10-25T00:00:00,1,Undrafted,5,3.8,1.0,0.0,0.6,0.0,0.0,
498,Gabe York,Pacers,Guard,6-3,190,USA,1993-08-02T00:00:00,2,Undrafted,2,10.7,4.0,1.0,2.0,1.0,0.5,
499,Thaddeus Young,Raptors,Forward,6-8,235,USA,1988-06-21T00:00:00,15,12,1085,29.3,12.8,5.8,1.8,1.4,0.4,14190000
500,Trae Young,Hawks,Guard,6-1,164,USA,1998-09-19T00:00:00,4,5,280,33.6,25.3,3.9,9.1,0.9,0.2,8326471
501,Omer Yurtseven,Heat,Center,6-11,275,Turkey,1998-06-19T00:00:00,1,Undrafted,56,12.6,5.3,5.3,0.9,0.3,0.4,1489065
502,Ivica Zubac,Clippers,Center,7-0,240,Croatia,1997-03-18T00:00:00,6,32,360,19.0,8.3,6.5,1.1,0.3,0.8,7518518
